date,close,open,high,low,change_pct
2004-05-06,1114.0,1121.5,1121.5,1106.3,-0.67
2004-05-07,1098.7,1114.0,1117.3,1098.6,-1.37
2004-05-10,1087.1,1098.7,1098.7,1079.6,-1.06
2004-05-11,1095.5,1087.1,1095.7,1087.1,0.77
2004-05-12,1097.3,1095.5,1097.5,1076.3,0.16
2004-05-13,1096.4,1097.3,1102.8,1091.8,-0.08
2004-05-14,1095.7,1096.4,1102.4,1088.2,-0.06
2004-05-17,1084.1,1095.7,1095.7,1079.4,-1.06
2004-05-18,1091.5,1084.1,1094.1,1084.1,0.68
2004-05-19,1088.7,1091.5,1105.9,1088.5,-0.26
2004-05-20,1089.2,1088.7,1092.6,1085.4,0.05
2004-05-21,1093.6,1089.2,1099.7,1089.2,0.4
2004-05-24,1095.4,1093.6,1101.7,1091.8,0.16
2004-05-25,1113.0,1095.4,1113.8,1090.7,1.61
2004-05-26,1114.9,1113.0,1116.7,1109.9,0.17
2004-05-27,1121.3,1114.9,1124.0,1114.9,0.57
2004-05-28,1120.7,1121.3,1122.7,1118.1,-0.05
2004-06-01,1121.2,1120.7,1122.7,1113.3,0.04
2004-06-02,1125.0,1121.2,1128.1,1118.6,0.34
2004-06-03,1116.6,1125.0,1125.3,1116.6,-0.75
2004-06-04,1122.5,1116.6,1129.2,1116.6,0.53
2004-06-07,1140.4,1122.5,1140.5,1122.5,1.59
2004-06-08,1142.2,1140.4,1142.2,1135.5,0.16
2004-06-09,1131.3,1142.2,1142.2,1131.2,-0.95
2004-06-10,1136.5,1131.3,1136.5,1131.3,0.46
2004-06-14,1125.3,1136.5,1136.5,1122.2,-0.99
2004-06-15,1132.0,1125.3,1137.4,1125.3,0.6
2004-06-16,1133.6,1132.0,1135.3,1130.5,0.14
2004-06-17,1132.0,1133.6,1133.6,1126.9,-0.14
2004-06-18,1135.0,1132.0,1139.1,1129.8,0.27
2004-06-21,1130.3,1135.0,1138.0,1129.6,-0.41
2004-06-22,1134.4,1130.3,1135.0,1124.4,0.36
2004-06-23,1144.1,1134.4,1145.2,1131.7,0.86
2004-06-24,1140.7,1144.1,1146.3,1139.9,-0.3
2004-06-25,1134.4,1140.7,1146.0,1134.2,-0.55
2004-06-28,1133.3,1134.4,1142.6,1131.6,-0.1
2004-06-29,1136.2,1133.3,1138.3,1131.8,0.26
2004-06-30,1140.8,1136.2,1144.2,1133.6,0.4
2004-07-01,1128.9,1140.8,1140.8,1123.1,-1.04
2004-07-02,1125.4,1128.9,1129.2,1123.3,-0.31
2004-07-06,1116.2,1125.4,1125.4,1113.2,-0.82
2004-07-07,1118.3,1116.2,1122.4,1114.9,0.19
2004-07-08,1109.1,1118.3,1119.1,1108.7,-0.82
2004-07-09,1112.8,1109.1,1115.6,1109.1,0.33
2004-07-12,1114.3,1112.8,1116.1,1106.7,0.13
2004-07-13,1115.1,1114.3,1116.3,1113.0,0.07
2004-07-14,1111.5,1115.1,1119.6,1107.8,-0.32
2004-07-15,1106.7,1111.5,1114.7,1106.6,-0.43
2004-07-16,1101.4,1106.7,1112.2,1101.1,-0.48
2004-07-19,1100.9,1101.4,1105.5,1096.5,-0.05
2004-07-20,1108.7,1100.9,1108.9,1099.1,0.71
2004-07-21,1093.9,1108.7,1116.3,1093.9,-1.33
2004-07-22,1096.8,1093.9,1099.7,1084.2,0.27
2004-07-23,1086.2,1096.8,1096.8,1083.5,-0.97
2004-07-26,1084.1,1086.2,1089.8,1078.8,-0.19
2004-07-27,1094.8,1084.1,1096.7,1084.1,0.99
2004-07-28,1095.4,1094.8,1098.8,1082.2,0.05
2004-07-29,1100.4,1095.4,1103.7,1095.4,0.46
2004-07-30,1101.7,1100.4,1103.7,1097.0,0.12
2004-08-02,1106.6,1101.7,1108.6,1097.3,0.44
2004-08-03,1099.7,1106.6,1106.6,1099.2,-0.62
2004-08-04,1098.6,1099.7,1102.5,1092.4,-0.1
2004-08-05,1080.7,1098.6,1098.8,1080.0,-1.63
2004-08-06,1064.0,1080.7,1080.7,1062.2,-1.55
2004-08-09,1065.2,1064.0,1069.5,1064.0,0.11
2004-08-10,1079.0,1065.2,1079.0,1065.2,1.3
2004-08-11,1075.8,1079.0,1079.0,1065.9,-0.3
2004-08-12,1063.2,1075.8,1075.8,1062.8,-1.17
2004-08-13,1064.8,1063.2,1067.6,1060.7,0.15
2004-08-16,1079.3,1064.8,1080.7,1064.8,1.36
2004-08-17,1081.7,1079.3,1087.0,1079.3,0.22
2004-08-18,1095.2,1081.7,1095.2,1078.9,1.25
2004-08-19,1091.2,1095.2,1095.2,1086.3,-0.37
2004-08-20,1098.3,1091.2,1100.3,1089.6,0.65
2004-08-23,1095.7,1098.3,1101.4,1094.7,-0.24
2004-08-24,1096.2,1095.7,1100.9,1092.8,0.05
2004-08-25,1105.0,1096.2,1106.3,1093.2,0.8
2004-08-26,1105.1,1105.0,1106.8,1102.4,0.01
2004-08-27,1107.8,1105.1,1109.7,1104.6,0.24
2004-08-30,1099.2,1107.8,1107.8,1099.2,-0.78
2004-08-31,1104.2,1099.2,1104.2,1094.7,0.45
2004-09-01,1105.9,1104.2,1109.2,1099.1,0.15
2004-09-02,1118.3,1105.9,1119.1,1105.6,1.12
2004-09-03,1113.6,1118.3,1120.8,1113.6,-0.42
2004-09-07,1121.3,1113.6,1124.1,1113.6,0.69
2004-09-08,1116.3,1121.3,1123.0,1116.3,-0.45
2004-09-09,1118.4,1116.3,1121.3,1113.6,0.19
2004-09-10,1123.9,1118.4,1125.3,1114.4,0.49
2004-09-13,1125.8,1123.9,1129.8,1123.3,0.17
2004-09-14,1128.3,1125.8,1129.5,1124.7,0.22
2004-09-15,1120.4,1128.3,1128.3,1119.7,-0.7
2004-09-16,1123.5,1120.4,1126.1,1120.4,0.28
2004-09-17,1128.5,1123.5,1130.5,1123.5,0.45
2004-09-20,1122.2,1128.5,1128.5,1120.3,-0.56
2004-09-21,1129.3,1122.2,1131.5,1122.2,0.63
2004-09-22,1113.6,1129.3,1129.3,1112.7,-1.39
2004-09-23,1108.4,1113.6,1113.6,1108.0,-0.47
2004-09-24,1110.1,1108.4,1113.8,1108.4,0.15
2004-09-27,1103.5,1110.1,1110.1,1103.2,-0.59
2004-09-28,1110.1,1103.5,1111.8,1101.3,0.6
2004-09-29,1114.8,1110.1,1114.8,1107.4,0.42
2004-09-30,1114.6,1114.8,1116.3,1109.6,-0.02
2004-10-01,1131.5,1114.6,1131.6,1114.6,1.52
2004-10-04,1135.2,1131.5,1140.2,1131.5,0.33
2004-10-05,1134.5,1135.2,1137.9,1132.0,-0.06
2004-10-06,1142.0,1134.5,1142.0,1132.9,0.66
2004-10-07,1130.7,1142.0,1142.0,1130.5,-0.99
2004-10-08,1122.1,1130.7,1132.9,1120.2,-0.76
2004-10-11,1124.4,1122.1,1126.2,1122.1,0.2
2004-10-12,1121.8,1124.4,1124.4,1115.8,-0.23
2004-10-13,1113.7,1121.8,1127.0,1109.6,-0.72
2004-10-14,1103.3,1113.7,1115.0,1102.1,-0.93
2004-10-15,1108.2,1103.3,1113.2,1102.1,0.44
2004-10-18,1114.0,1108.2,1114.5,1103.3,0.52
2004-10-19,1103.2,1114.0,1118.0,1103.2,-0.97
2004-10-20,1103.7,1103.2,1104.1,1094.2,0.05
2004-10-21,1106.5,1103.7,1109.0,1098.5,0.25
2004-10-22,1095.7,1106.5,1108.3,1095.3,-0.98
2004-10-25,1094.8,1095.7,1096.8,1090.2,-0.08
2004-10-26,1111.1,1094.8,1111.1,1094.8,1.49
2004-10-27,1125.4,1111.1,1126.3,1107.4,1.29
2004-10-28,1127.4,1125.3,1130.7,1120.6,0.18
2004-10-29,1130.2,1127.4,1131.4,1124.6,0.25
2004-11-01,1130.5,1130.2,1133.4,1127.5,0.03
2004-11-02,1130.5,1130.5,1140.5,1128.1,0.0
2004-11-03,1143.2,1130.5,1147.6,1130.5,1.12
2004-11-04,1161.7,1143.2,1161.7,1142.3,1.62
2004-11-05,1166.2,1161.7,1170.9,1160.4,0.39
2004-11-08,1164.9,1166.2,1166.9,1162.3,-0.11
2004-11-09,1164.1,1164.9,1169.0,1162.5,-0.07
2004-11-10,1162.9,1164.1,1169.3,1162.5,-0.1
2004-11-11,1173.5,1162.9,1174.8,1162.9,0.91
2004-11-12,1184.2,1173.5,1184.2,1171.4,0.91
2004-11-15,1183.8,1184.2,1184.5,1179.8,-0.03
2004-11-16,1175.4,1183.8,1183.8,1175.3,-0.71
2004-11-17,1181.9,1175.4,1188.5,1175.4,0.55
2004-11-18,1183.5,1181.9,1184.9,1180.1,0.14
2004-11-19,1170.3,1183.5,1184.0,1169.2,-1.12
2004-11-22,1177.2,1170.3,1178.2,1167.9,0.59
2004-11-23,1176.9,1177.2,1179.5,1171.4,-0.03
2004-11-24,1181.8,1176.9,1182.5,1176.9,0.42
2004-11-26,1182.7,1181.8,1186.6,1181.1,0.08
2004-11-29,1178.6,1182.7,1186.9,1172.4,-0.35
2004-11-30,1173.8,1178.6,1178.7,1173.8,-0.41
2004-12-01,1191.4,1173.8,1191.4,1173.8,1.5
2004-12-02,1190.3,1191.4,1194.8,1186.7,-0.09
2004-12-03,1191.2,1190.3,1197.5,1187.7,0.08
2004-12-06,1190.2,1191.2,1192.4,1185.2,-0.08
2004-12-07,1177.1,1190.2,1192.2,1177.1,-1.1
2004-12-08,1182.8,1177.1,1184.0,1176.8,0.48
2004-12-09,1189.2,1182.8,1190.5,1173.8,0.54
2004-12-10,1188.0,1189.2,1191.5,1185.2,-0.1
2004-12-13,1198.7,1188.0,1198.8,1188.0,0.9
2004-12-14,1203.4,1198.7,1205.3,1197.8,0.39
2004-12-15,1205.7,1203.4,1206.6,1199.4,0.19
2004-12-16,1203.2,1205.7,1208.0,1198.4,-0.21
2004-12-17,1194.2,1203.2,1203.2,1193.4,-0.75
2004-12-20,1194.7,1194.2,1203.6,1193.4,0.04
2004-12-21,1205.5,1194.7,1205.9,1194.7,0.9
2004-12-22,1209.6,1205.5,1211.4,1203.8,0.34
2004-12-23,1210.1,1209.6,1213.7,1208.7,0.04
2004-12-27,1204.9,1210.1,1214.2,1204.9,-0.43
2004-12-28,1213.5,1204.9,1213.5,1204.9,0.71
2004-12-29,1213.5,1213.5,1214.0,1211.0,0.0
2004-12-30,1213.5,1213.5,1216.5,1213.4,0.0
2004-12-31,1211.9,1213.5,1217.3,1211.7,-0.13
2005-01-03,1202.1,1211.9,1217.9,1200.3,-0.81
2005-01-04,1188.0,1202.1,1205.8,1185.4,-1.17
2005-01-05,1183.7,1188.0,1192.8,1183.7,-0.36
2005-01-06,1187.9,1183.7,1191.6,1183.2,0.35
2005-01-07,1186.2,1187.9,1192.2,1182.1,-0.14
2005-01-10,1190.2,1186.2,1194.8,1184.8,0.34
2005-01-11,1183.0,1190.2,1190.2,1180.4,-0.6
2005-01-12,1187.7,1183.0,1188.0,1175.6,0.4
2005-01-13,1177.5,1187.7,1187.7,1175.6,-0.86
2005-01-14,1184.5,1177.5,1185.2,1177.5,0.59
2005-01-18,1196.0,1184.5,1196.0,1180.1,0.97
2005-01-19,1184.6,1196.0,1196.0,1184.4,-0.95
2005-01-20,1175.4,1184.6,1184.6,1173.4,-0.78
2005-01-21,1167.9,1175.4,1179.5,1167.8,-0.64
2005-01-24,1163.8,1167.9,1173.2,1163.8,-0.35
2005-01-25,1168.4,1163.8,1174.3,1163.8,0.4
2005-01-26,1174.1,1168.4,1176.0,1168.4,0.49
2005-01-27,1174.5,1174.1,1177.5,1170.2,0.03
2005-01-28,1171.4,1174.5,1175.6,1166.3,-0.26
2005-01-31,1181.3,1171.4,1182.1,1171.4,0.85
2005-02-01,1189.4,1181.3,1190.4,1181.0,0.69
2005-02-02,1193.2,1189.4,1195.2,1188.9,0.32
2005-02-03,1189.9,1193.2,1193.2,1185.6,-0.28
2005-02-04,1203.0,1189.9,1203.5,1189.7,1.1
2005-02-07,1201.7,1203.0,1204.2,1199.3,-0.11
2005-02-08,1202.3,1201.7,1205.1,1200.2,0.05
2005-02-09,1192.0,1202.3,1203.8,1191.5,-0.86
2005-02-10,1197.0,1192.0,1198.8,1191.5,0.42
2005-02-11,1205.3,1197.0,1208.4,1193.3,0.69
2005-02-14,1206.1,1205.3,1206.9,1203.6,0.07
2005-02-15,1210.1,1206.1,1212.4,1205.5,0.33
2005-02-16,1210.3,1210.1,1212.4,1205.1,0.02
2005-02-17,1200.8,1210.3,1211.3,1200.7,-0.78
2005-02-18,1201.6,1200.8,1202.9,1197.3,0.07
2005-02-22,1184.2,1201.6,1202.5,1184.2,-1.45
2005-02-23,1190.8,1184.2,1193.5,1184.2,0.56
2005-02-24,1200.2,1190.8,1200.4,1187.8,0.79
2005-02-25,1211.4,1200.2,1212.2,1199.6,0.93
2005-02-28,1203.6,1211.4,1211.4,1198.1,-0.64
2005-03-01,1210.4,1203.6,1212.2,1203.6,0.56
2005-03-02,1210.1,1210.4,1215.8,1204.2,-0.02
2005-03-03,1210.5,1210.1,1215.7,1204.5,0.03
2005-03-04,1222.1,1210.5,1224.8,1210.5,0.96
2005-03-07,1225.3,1222.1,1229.1,1222.1,0.26
2005-03-08,1219.4,1225.3,1225.7,1218.6,-0.48
2005-03-09,1207.0,1219.4,1219.4,1206.7,-1.02
2005-03-10,1209.2,1207.0,1211.2,1201.4,0.18
2005-03-11,1200.1,1209.2,1213.0,1198.2,-0.75
2005-03-14,1206.8,1200.1,1206.8,1199.5,0.56
2005-03-15,1197.8,1206.8,1210.5,1197.8,-0.75
2005-03-16,1188.1,1197.8,1197.8,1185.6,-0.81
2005-03-17,1190.2,1188.1,1193.3,1186.3,0.18
2005-03-18,1189.7,1190.2,1192.0,1182.8,-0.04
2005-03-21,1183.8,1189.7,1189.7,1178.8,-0.5
2005-03-22,1171.7,1183.8,1189.6,1171.6,-1.02
2005-03-23,1172.5,1171.7,1176.3,1168.7,0.07
2005-03-24,1171.4,1172.5,1180.1,1171.4,-0.09
2005-03-28,1174.3,1171.4,1179.9,1171.4,0.25
2005-03-29,1165.4,1174.3,1179.4,1163.7,-0.76
2005-03-30,1181.4,1165.4,1181.5,1165.4,1.37
2005-03-31,1180.6,1181.4,1184.5,1179.5,-0.07
2005-04-01,1172.9,1180.6,1189.8,1169.9,-0.65
2005-04-04,1176.1,1172.8,1178.6,1167.7,0.27
2005-04-05,1181.4,1176.1,1183.6,1176.1,0.45
2005-04-06,1184.1,1181.4,1189.3,1181.4,0.23
2005-04-07,1191.1,1184.1,1191.9,1183.8,0.59
2005-04-08,1181.2,1191.1,1191.8,1181.1,-0.83
2005-04-11,1181.2,1181.2,1184.1,1178.7,0.0
2005-04-12,1187.8,1181.2,1190.2,1170.8,0.56
2005-04-13,1173.8,1187.8,1187.8,1171.4,-1.18
2005-04-14,1162.0,1173.8,1174.7,1161.7,-1.01
2005-04-15,1142.6,1162.0,1162.0,1141.9,-1.67
2005-04-18,1146.0,1142.6,1148.9,1139.8,0.3
2005-04-19,1152.8,1146.0,1154.7,1146.0,0.59
2005-04-20,1137.5,1152.8,1155.5,1136.2,-1.33
2005-04-21,1160.0,1137.5,1160.0,1137.5,1.98
2005-04-22,1152.1,1160.0,1160.0,1143.0,-0.68
2005-04-25,1162.1,1152.1,1164.0,1152.1,0.87
2005-04-26,1151.7,1162.1,1164.8,1151.7,-0.89
2005-04-27,1156.4,1151.7,1159.9,1144.4,0.41
2005-04-28,1143.2,1156.4,1156.4,1143.2,-1.14
2005-04-29,1156.8,1143.2,1157.0,1139.2,1.19
2005-05-02,1162.2,1156.8,1162.9,1154.7,0.47
2005-05-03,1161.2,1162.2,1166.9,1156.7,-0.09
2005-05-04,1175.7,1161.2,1176.0,1161.2,1.25
2005-05-05,1172.6,1175.7,1178.6,1166.8,-0.26
2005-05-06,1171.3,1172.6,1177.8,1170.5,-0.11
2005-05-09,1178.8,1171.3,1178.9,1169.4,0.64
2005-05-10,1166.2,1178.8,1178.8,1163.0,-1.07
2005-05-11,1171.1,1166.2,1171.8,1157.7,0.42
2005-05-12,1159.4,1171.1,1173.4,1157.8,-1.0
2005-05-13,1154.0,1159.4,1163.8,1146.2,-0.47
2005-05-16,1165.7,1154.0,1165.8,1153.6,1.01
2005-05-17,1173.8,1165.7,1174.3,1159.9,0.69
2005-05-18,1185.6,1173.8,1187.9,1173.8,1.01
2005-05-19,1191.1,1185.6,1191.1,1184.5,0.46
2005-05-20,1189.3,1191.1,1191.2,1185.2,-0.15
2005-05-23,1193.9,1189.3,1197.4,1188.8,0.39
2005-05-24,1194.1,1193.9,1195.3,1189.9,0.02
2005-05-25,1190.0,1194.1,1194.1,1186.0,-0.34
2005-05-26,1197.6,1190.0,1199.0,1190.0,0.64
2005-05-27,1198.8,1197.6,1199.6,1195.3,0.1
2005-05-31,1191.5,1198.8,1198.8,1191.5,-0.61
2005-06-01,1202.3,1191.5,1205.6,1191.0,0.91
2005-06-02,1204.3,1202.3,1204.7,1198.4,0.17
2005-06-03,1196.0,1204.3,1205.1,1194.5,-0.69
2005-06-06,1197.5,1196.0,1198.8,1192.8,0.13
2005-06-07,1197.3,1197.5,1208.8,1197.3,-0.02
2005-06-08,1194.7,1197.3,1202.0,1193.3,-0.22
2005-06-09,1200.9,1194.7,1201.9,1191.1,0.52
2005-06-10,1198.1,1200.9,1202.8,1192.6,-0.23
2005-06-13,1200.8,1198.1,1206.0,1194.5,0.23
2005-06-14,1203.9,1200.8,1207.5,1200.2,0.26
2005-06-15,1206.6,1203.9,1208.1,1198.7,0.22
2005-06-16,1211.0,1206.5,1212.1,1205.5,0.36
2005-06-17,1217.0,1210.9,1219.5,1210.9,0.5
2005-06-20,1216.1,1217.0,1219.1,1210.7,-0.07
2005-06-21,1213.6,1216.1,1217.1,1211.9,-0.21
2005-06-22,1213.9,1213.6,1219.6,1211.7,0.02
2005-06-23,1200.7,1213.9,1216.5,1200.7,-1.09
2005-06-24,1191.6,1200.7,1200.9,1191.5,-0.76
2005-06-27,1190.7,1191.6,1194.3,1188.3,-0.08
2005-06-28,1201.6,1190.7,1202.5,1190.7,0.92
2005-06-29,1199.8,1201.6,1204.1,1198.7,-0.15
2005-06-30,1191.3,1199.8,1203.3,1190.5,-0.71
2005-07-01,1194.4,1191.3,1197.9,1191.3,0.26
2005-07-05,1205.0,1194.4,1206.3,1192.5,0.89
2005-07-06,1194.9,1205.0,1206.1,1194.8,-0.84
2005-07-07,1197.9,1194.9,1198.5,1183.5,0.25
2005-07-08,1211.9,1197.9,1212.7,1197.2,1.17
2005-07-11,1219.4,1211.9,1220.0,1211.9,0.62
2005-07-12,1222.2,1219.4,1225.5,1216.6,0.23
2005-07-13,1223.3,1222.2,1224.5,1219.6,0.09
2005-07-14,1226.5,1223.3,1233.2,1223.3,0.26
2005-07-15,1227.9,1226.5,1229.5,1223.5,0.11
2005-07-18,1221.1,1227.9,1227.9,1221.1,-0.55
2005-07-19,1229.3,1221.1,1230.3,1221.1,0.67
2005-07-20,1235.2,1229.3,1236.6,1222.9,0.48
2005-07-21,1227.0,1235.2,1235.8,1224.7,-0.66
2005-07-22,1233.7,1227.0,1234.2,1226.2,0.55
2005-07-25,1229.0,1233.7,1238.4,1228.2,-0.38
2005-07-26,1231.2,1229.0,1234.4,1229.0,0.18
2005-07-27,1236.8,1231.2,1237.6,1230.2,0.45
2005-07-28,1243.7,1236.8,1245.2,1235.8,0.56
2005-07-29,1234.2,1243.7,1245.0,1234.2,-0.76
2005-08-01,1235.3,1234.2,1239.1,1233.8,0.09
2005-08-02,1244.1,1235.3,1244.7,1235.3,0.71
2005-08-03,1245.0,1244.1,1245.9,1240.6,0.07
2005-08-04,1235.9,1245.0,1245.0,1235.2,-0.73
2005-08-05,1226.4,1235.9,1235.9,1225.6,-0.77
2005-08-08,1223.1,1226.4,1232.3,1222.7,-0.27
2005-08-09,1231.4,1223.1,1234.1,1223.1,0.68
2005-08-10,1229.1,1231.4,1242.7,1226.6,-0.19
2005-08-11,1237.8,1229.1,1237.8,1228.3,0.71
2005-08-12,1230.4,1237.8,1237.8,1225.9,-0.6
2005-08-15,1233.9,1230.4,1236.2,1226.2,0.28
2005-08-16,1219.3,1233.9,1233.9,1219.0,-1.18
2005-08-17,1220.2,1219.3,1225.6,1218.1,0.07
2005-08-18,1219.0,1220.2,1222.6,1215.9,-0.1
2005-08-19,1219.7,1219.0,1225.1,1219.0,0.06
2005-08-22,1221.7,1219.7,1229.0,1216.5,0.16
2005-08-23,1217.6,1221.7,1223.0,1214.4,-0.34
2005-08-24,1209.6,1217.6,1224.2,1209.4,-0.66
2005-08-25,1212.4,1209.6,1213.7,1209.6,0.23
2005-08-26,1205.1,1212.4,1212.4,1204.2,-0.6
2005-08-29,1212.3,1205.1,1214.3,1201.5,0.6
2005-08-30,1208.4,1212.3,1212.3,1201.1,-0.32
2005-08-31,1220.3,1208.4,1220.4,1204.4,0.98
2005-09-01,1221.6,1220.3,1227.3,1216.2,0.11
2005-09-02,1218.0,1221.6,1224.5,1217.8,-0.29
2005-09-06,1233.4,1218.0,1233.6,1218.0,1.26
2005-09-07,1236.4,1233.4,1237.1,1230.9,0.24
2005-09-08,1231.7,1236.4,1236.4,1229.5,-0.38
2005-09-09,1241.5,1231.7,1243.1,1231.7,0.8
2005-09-12,1240.6,1241.5,1242.6,1239.2,-0.07
2005-09-13,1231.2,1240.6,1240.6,1231.2,-0.76
2005-09-14,1227.2,1231.2,1234.7,1226.2,-0.32
2005-09-15,1227.7,1227.2,1231.9,1224.8,0.04
2005-09-16,1237.9,1228.4,1238.0,1228.4,0.83
2005-09-19,1231.0,1237.9,1237.9,1227.7,-0.56
2005-09-20,1221.3,1231.0,1236.5,1220.1,-0.79
2005-09-21,1210.2,1221.3,1221.5,1209.9,-0.91
2005-09-22,1214.6,1210.2,1216.6,1205.3,0.36
2005-09-23,1215.3,1214.6,1218.8,1209.8,0.06
2005-09-26,1215.6,1215.3,1222.6,1211.8,0.02
2005-09-27,1215.7,1215.6,1220.2,1211.1,0.01
2005-09-28,1216.9,1215.7,1221.0,1212.7,0.1
2005-09-29,1227.7,1216.9,1228.7,1211.5,0.89
2005-09-30,1228.8,1227.7,1229.6,1225.2,0.09
2005-10-03,1226.7,1228.8,1233.3,1225.2,-0.17
2005-10-04,1214.5,1226.7,1229.9,1214.0,-0.99
2005-10-05,1196.4,1214.5,1214.5,1196.2,-1.49
2005-10-06,1191.5,1196.4,1202.1,1181.9,-0.41
2005-10-07,1195.9,1191.5,1199.7,1191.5,0.37
2005-10-10,1187.3,1195.9,1196.5,1186.1,-0.72
2005-10-11,1184.9,1187.3,1193.1,1183.2,-0.2
2005-10-12,1177.7,1184.9,1190.0,1173.7,-0.61
2005-10-13,1176.8,1177.7,1179.6,1168.2,-0.08
2005-10-14,1186.6,1176.8,1187.1,1175.4,0.83
2005-10-17,1190.1,1186.6,1191.2,1184.5,0.29
2005-10-18,1178.1,1190.1,1190.1,1178.1,-1.01
2005-10-19,1195.8,1178.1,1195.8,1170.5,1.5
2005-10-20,1177.8,1195.8,1197.3,1173.3,-1.51
2005-10-21,1179.6,1177.8,1186.5,1174.9,0.15
2005-10-24,1199.4,1179.6,1199.4,1179.6,1.68
2005-10-25,1196.5,1199.4,1201.3,1189.3,-0.24
2005-10-26,1191.4,1196.5,1204.0,1191.4,-0.43
2005-10-27,1178.9,1191.4,1192.7,1178.9,-1.05
2005-10-28,1198.4,1178.9,1198.4,1178.9,1.65
2005-10-31,1207.0,1198.4,1211.4,1198.4,0.72
2005-11-01,1202.8,1207.0,1207.3,1201.7,-0.35
2005-11-02,1214.8,1202.8,1215.2,1201.1,1.0
2005-11-03,1219.9,1214.8,1224.7,1214.8,0.42
2005-11-04,1220.1,1219.9,1222.5,1214.5,0.02
2005-11-07,1222.8,1220.1,1224.2,1217.3,0.22
2005-11-08,1218.6,1222.8,1222.8,1216.1,-0.34
2005-11-09,1220.7,1218.6,1226.6,1216.5,0.17
2005-11-10,1231.0,1220.7,1232.4,1215.0,0.84
2005-11-11,1234.7,1231.0,1235.7,1230.7,0.3
2005-11-14,1233.8,1234.7,1237.2,1231.8,-0.07
2005-11-15,1229.0,1233.8,1237.9,1226.4,-0.39
2005-11-16,1231.2,1229.0,1232.2,1227.2,0.18
2005-11-17,1242.8,1231.2,1243.0,1231.2,0.94
2005-11-18,1248.3,1242.8,1249.6,1240.7,0.44
2005-11-21,1254.8,1248.3,1255.9,1246.9,0.52
2005-11-22,1261.2,1254.8,1261.9,1251.4,0.51
2005-11-23,1265.6,1261.2,1270.6,1259.5,0.35
2005-11-25,1268.2,1265.6,1268.8,1265.5,0.21
2005-11-28,1257.5,1268.2,1268.4,1257.2,-0.84
2005-11-29,1257.5,1257.5,1266.2,1257.5,0.0
2005-11-30,1249.5,1257.5,1260.9,1249.4,-0.64
2005-12-01,1264.7,1249.5,1266.2,1249.5,1.22
2005-12-02,1265.1,1264.7,1266.8,1261.4,0.03
2005-12-05,1262.1,1265.1,1265.1,1258.1,-0.24
2005-12-06,1263.7,1262.1,1272.9,1262.1,0.13
2005-12-07,1257.4,1263.7,1264.8,1253.0,-0.5
2005-12-08,1255.8,1257.4,1263.4,1250.9,-0.13
2005-12-09,1259.4,1255.8,1263.1,1254.2,0.29
2005-12-12,1260.4,1259.4,1263.9,1255.5,0.08
2005-12-13,1267.4,1260.4,1272.1,1258.6,0.56
2005-12-14,1272.7,1267.4,1275.8,1267.1,0.42
2005-12-15,1270.9,1272.7,1275.2,1267.7,-0.14
2005-12-16,1267.3,1270.9,1275.2,1267.3,-0.28
2005-12-19,1259.9,1267.3,1270.5,1259.3,-0.58
2005-12-20,1259.6,1259.9,1263.9,1257.2,-0.02
2005-12-21,1262.8,1259.6,1269.4,1259.6,0.25
2005-12-22,1268.1,1262.8,1268.2,1262.5,0.42
2005-12-23,1268.7,1268.1,1269.8,1265.9,0.05
2005-12-27,1256.5,1268.7,1271.8,1256.5,-0.96
2005-12-28,1258.2,1256.5,1261.1,1256.5,0.14
2005-12-29,1254.4,1258.2,1260.6,1254.2,-0.3
2005-12-30,1248.3,1254.4,1254.4,1246.6,-0.49
2006-01-03,1268.8,1248.3,1270.2,1245.7,1.64
2006-01-04,1273.5,1268.8,1275.4,1267.7,0.37
2006-01-05,1273.5,1273.5,1276.9,1270.3,0.0
2006-01-06,1285.5,1273.5,1286.1,1273.5,0.94
2006-01-09,1290.2,1285.5,1290.8,1284.8,0.37
2006-01-10,1289.7,1290.2,1290.2,1283.8,-0.04
2006-01-11,1294.2,1289.7,1294.9,1288.1,0.35
2006-01-12,1286.1,1294.2,1294.2,1285.0,-0.63
2006-01-13,1287.6,1286.1,1289.0,1282.8,0.12
2006-01-17,1282.9,1287.6,1287.6,1278.6,-0.37
2006-01-18,1277.9,1282.9,1282.9,1272.1,-0.39
2006-01-19,1285.0,1277.9,1287.8,1277.9,0.56
2006-01-20,1261.5,1285.0,1285.0,1260.9,-1.83
2006-01-23,1263.8,1261.5,1268.2,1261.5,0.18
2006-01-24,1266.9,1263.8,1271.5,1263.8,0.25
2006-01-25,1264.7,1266.9,1271.9,1259.4,-0.17
2006-01-26,1273.8,1264.7,1276.4,1264.7,0.72
2006-01-27,1283.7,1273.8,1286.4,1273.8,0.78
2006-01-30,1285.2,1283.7,1287.9,1283.5,0.12
2006-01-31,1280.1,1285.2,1285.2,1276.8,-0.4
2006-02-01,1282.5,1280.1,1283.3,1277.6,0.19
2006-02-02,1270.8,1282.5,1282.5,1267.7,-0.91
2006-02-03,1264.0,1270.8,1270.9,1261.0,-0.54
2006-02-06,1265.0,1264.0,1267.0,1261.6,0.08
2006-02-07,1254.8,1265.0,1265.8,1253.6,-0.81
2006-02-08,1265.7,1254.8,1266.5,1254.8,0.87
